age,sex,bmi,ps_ecog,first_syst_th,response_achieved,thyroid_disease_before,dyslipidemia_before,monotherapy,ttnt,ttnt_achieved,response_time_to,response_duration,progression,treatment_duration,discontinuation_reason,ae_grade_3_4,ae_liver,ae_hemato,discontinued_due_to_ae,ae_hyper_tag_grade_3_4,ae_hyper_tag_any
,0.607225876638355,0.286792491099119,0.00623226738000726,0.639596832116312,0.528574711926678,0.68230283056219,0.289102790033494,0.324531567266293,0.286404423549457,0.0445314352123627,0.271068347244515,0.0666760909592301,0.178846362380615,0.144399335603154,0.033670791995065,0.523046670502603,0.057268577251516,0.711164112529385,0.417810798936417,0.864138199423647,0.229617619464834
0.607225876638355,,0.0564301342083531,0.70126957985042,0.15895216932221,0.977821780359269,0.344166309964947,0.332690248695363,0.174944358866333,0.2169864718869,1,0.698794058073081,0.671325084194417,0.0275256168505476,0.943817324900356,0.299125452279456,0.476438136834382,0.236351508649471,0.324751874049294,0.739322120062768,0.467448894091372,0.344166309964947
0.286792491099119,0.0564301342083531,,0.94236079783839,0.473290114585645,0.425762956929707,0.859082368240678,0.584962012522233,0.152025608538641,0.272517341033296,0.207812837967723,0.768964382270108,0.293470589588194,0.668938026151152,0.167300048318774,0.308497728568452,0.0199874427972047,0.931339057261602,0.0909498091109033,0.923800667476501,0.0053115058298725,0.216512061358815
0.00623226738000726,0.70126957985042,0.94236079783839,,0.67537028966672,0.988048969720967,0.579434306362258,0.673631944957856,0.852047733033844,0.751178288948532,0.400990638193827,0.548384892829054,0.81480490765403,0.244832985711668,0.949538681909982,0.351724675845141,0.24445377280073,0.469459565198267,0.87798566828543,0.298707406124535,0.70126957985042,0.657708048673087
0.639596832116312,0.15895216932221,0.473290114585645,0.67537028966672,,0.392962630499857,0.280520139798222,0.397492242445383,0.000926610115077775,0.0595702704510412,0.839449434105023,0.589217574940729,0.187158692893804,0.16205806530539,0.568638404221034,0.0738926139170653,0.946275611281937,0.269579778814897,0.798204291114944,0.174001524588097,0.877041270684,0.893412385017136
0.528574711926678,0.977821780359269,0.425762956929707,0.988048969720967,0.392962630499857,,0.375039543208924,0.6018907251963,0.458571286403416,0.0000358183038335902,0.034837592594511,0.000000000222961205054162,0.0423360618655413,0.0766210870987045,0.00541021870736591,0.383190172271183,0.364629613623326,0.177733231252846,0.561644647430172,0.356580105949649,0.977821780359269,0.634003777774507
0.68230283056219,0.344166309964947,0.859082368240678,0.579434306362258,0.280520139798222,0.375039543208924,,0.81152916198746,0.915856175159356,0.798556394127336,0.901935556370238,0.866210126702711,0.89619104893446,0.130788598821741,1,0.78987742666013,0.178192251344134,0.108216801615421,0.777340680958963,0.812810847409235,0.0544596229307364,0.413274198834881
0.289102790033494,0.332690248695363,0.584962012522233,0.673631944957856,0.397492242445383,0.6018907251963,0.81152916198746,,0.0427842067402016,0.799603217783937,0.718350816596426,0.251121093494339,0.956320438776922,0.611091748694085,0.478351970139618,0.845185004202941,0.798825834442276,0.378860130137705,0.507238736883771,0.623962303978437,0.679393138428973,0.81152916198746
0.324531567266293,0.174944358866333,0.152025608538641,0.852047733033844,0.000926610115077775,0.458571286403416,0.915856175159356,0.0427842067402016,,0.0585504062341467,0.575431616999844,0.824057335260284,0.0822774834581539,0.102590404331024,0.571872068800496,0.154725065733003,0.852433207167451,0.20337454441191,0.594576533092824,0.0351624054075046,0.625086839117409,0.287541854386832
0.286404423549457,0.2169864718869,0.272517341033296,0.751178288948532,0.0595702704510412,0.0000358183038335902,0.798556394127336,0.799603217783937,0.0585504062341467,,0.0531813203086129,0.00637224606217091,0.00000000830785440442128,0.816813616751049,0.0000000012888154987678,0.428958539531222,0.844080224399785,0.195943747989781,0.97477236126762,0.908143680191223,0.401641832514514,0.793606057161651
0.0445314352123627,1,0.207812837967723,0.400990638193827,0.839449434105023,0.034837592594511,0.901935556370238,0.718350816596426,0.575431616999844,0.0531813203086129,,0.0916168390908829,0.375927692948264,0.00575727919325964,0.580808443674177,0.0000678863089564885,0.938256465153229,0.099104186539726,0.592604510526029,0.908305513565099,1,0.321510231608441
0.271068347244515,0.698794058073081,0.768964382270108,0.548384892829054,0.589217574940729,0.000000000222961205054162,0.866210126702711,0.251121093494339,0.824057335260284,0.00637224606217091,0.0916168390908829,,0.311870094243959,0.0547368694801735,0.0546545693000751,0.112361680595843,0.886625158953376,0.00925425631046561,0.948204737869166,0.574986703094321,0.482179467311508,0.725200166439142
0.0666760909592301,0.671325084194417,0.293470589588194,0.81480490765403,0.187158692893804,0.0423360618655413,0.89619104893446,0.956320438776922,0.0822774834581539,0.00000000830785440442128,0.375927692948264,0.311870094243959,,0.952346059863874,0.00000000000099120711638534,0.742274186266496,0.980929247364734,0.575171614831544,0.331459811152767,0.83763912268732,0.356912172225583,0.197626989697055
0.178846362380615,0.0275256168505476,0.668938026151152,0.244832985711668,0.16205806530539,0.0766210870987045,0.130788598821741,0.611091748694085,0.102590404331024,0.816813616751049,0.00575727919325964,0.0547368694801735,0.952346059863874,,0.284163919741494,0.122305130324976,0.769303377652481,0.895433483201479,0.784591751794689,0.000302771179113481,0.807238643598323,0.0462054149586177
0.144399335603154,0.943817324900356,0.167300048318774,0.949538681909982,0.568638404221034,0.00541021870736591,1,0.478351970139618,0.571872068800496,0.0000000012888154987678,0.580808443674177,0.0546545693000751,0.00000000000099120711638534,0.284163919741494,,0.0953251866663494,0.437379815964876,0.423437724972525,0.612856034977973,0.314594158415166,0.1433686156815,0.332213647440588
0.033670791995065,0.299125452279456,0.308497728568452,0.351724675845141,0.0738926139170653,0.383190172271183,0.78987742666013,0.845185004202941,0.154725065733003,0.428958539531222,0.0000678863089564885,0.112361680595843,0.742274186266496,0.122305130324976,0.0953251866663494,,0.735087498856606,0.0364258566555404,0.486822594551263,,0.730763999229962,1
0.523046670502603,0.476438136834382,0.0199874427972047,0.24445377280073,0.946275611281937,0.364629613623326,0.178192251344134,0.798825834442276,0.852433207167451,0.844080224399785,0.938256465153229,0.886625158953376,0.980929247364734,0.769303377652481,0.437379815964876,0.735087498856606,,0.679975088701229,0.251749172503898,0.0311312577659175,0.0000000000496027663388077,0.14638310931845
0.057268577251516,0.236351508649471,0.931339057261602,0.469459565198267,0.269579778814897,0.177733231252846,0.108216801615421,0.378860130137705,0.20337454441191,0.195943747989781,0.099104186539726,0.00925425631046561,0.575171614831544,0.895433483201479,0.423437724972525,0.0364258566555404,0.679975088701229,,0.984363654903655,0.914004110567794,0.601104367220564,0.571312995916625
0.711164112529385,0.324751874049294,0.0909498091109033,0.87798566828543,0.798204291114944,0.561644647430172,0.777340680958963,0.507238736883771,0.594576533092824,0.97477236126762,0.592604510526029,0.948204737869166,0.331459811152767,0.784591751794689,0.612856034977973,0.486822594551263,0.251749172503898,0.984363654903655,,0.259501013873477,0.870348814762455,0.3197051022799
0.417810798936417,0.739322120062768,0.923800667476501,0.298707406124535,0.174001524588097,0.356580105949649,0.812810847409235,0.623962303978437,0.0351624054075046,0.908143680191223,0.908305513565099,0.574986703094321,0.83763912268732,0.000302771179113481,0.314594158415166,,0.0311312577659175,0.914004110567794,0.259501013873477,,0.0351624054075046,0.244224423619262
0.864138199423647,0.467448894091372,0.0053115058298725,0.70126957985042,0.877041270684,0.977821780359269,0.0544596229307364,0.679393138428973,0.625086839117409,0.401641832514514,1,0.482179467311508,0.356912172225583,0.807238643598323,0.1433686156815,0.730763999229962,0.0000000000496027663388077,0.601104367220564,0.870348814762455,0.0351624054075046,,0.0544596229307364
0.229617619464834,0.344166309964947,0.216512061358815,0.657708048673087,0.893412385017136,0.634003777774507,0.413274198834881,0.81152916198746,0.287541854386832,0.793606057161651,0.321510231608441,0.725200166439142,0.197626989697055,0.0462054149586177,0.332213647440588,1,0.14638310931845,0.571312995916625,0.3197051022799,0.244224423619262,0.0544596229307364,
