age,sex,bmi,ps_ecog,first_syst_th,response_achieved,thyroid_disease_before,dyslipidemia_before,monotherapy,ttnt,ttnt_achieved,response_time_to,response_duration,progression,treatment_duration,discontinuation_reason,ae_grade_3_4,ae_liver,ae_hemato,discontinued_due_to_ae,ae_hyper_tag_grade_3_4,ae_hyper_tag_any
1,-0.0787243774167586,-0.162299721807138,0.401725800385099,0.0717329973943237,-0.0975858565789835,-0.0627231258808247,0.161534046836863,0.150255474723759,-0.164347320503665,0.300977263476474,-0.16959945686052,-0.282260205712519,0.206415177196507,-0.223683748766544,0.32091922696794,0.0977269742914714,-0.28552565572429,0.0567525368045003,-0.14591096983525,-0.0262414591389195,-0.182715192783272
-0.0787243774167586,1,0.286452503768084,0.0587896351252215,-0.213560549044312,0.00431519798544787,-0.144337567297406,0.147770115822262,-0.205832326855408,-0.189887683695632,0,0.0600096948208236,-0.0666003206558706,0.33232314944353,0.01093878014234,-0.160128153805087,0.108893101296094,-0.180144173030723,-0.150187852296528,-0.0601929265428846,0.111111111111111,0.144337567297406
-0.162299721807138,0.286452503768084,1,0.011090044653299,-0.109667295549207,-0.123158709701832,-0.0272277598435044,-0.0836258217661055,-0.217084364368887,-0.16909499719265,-0.191414941748778,0.0455703208187174,-0.16394954717296,0.0663017251925971,-0.211910710177257,-0.157093042184423,0.345782508194975,0.0132153382619697,-0.254982189687601,-0.0173165414677665,0.408718816352022,0.187871542920181
0.401725800385099,0.0587896351252215,0.011090044653299,1,0.0641707500834474,0.00232509731244509,-0.0848555291627663,0.0645346088519044,-0.0286019083829931,0.049189665549979,0.128289501447696,-0.0929607620043967,0.0367921133260441,0.179060998878883,-0.00982331455634736,0.143799327135763,0.177116070835549,-0.110613039891848,-0.0235453040980094,-0.186500961648063,-0.0587896351252215,-0.0678844233302131
0.0717329973943237,-0.213560549044312,-0.109667295549207,0.0641707500834474,1,0.13201967239689,-0.164398987305357,-0.129236979418647,0.476874059844931,0.286282797019857,-0.03106848830006,-0.0836693060262848,0.205047483057016,-0.214496484029262,0.0883136678844308,0.272165526975909,-0.0103356757777475,-0.16813552751666,-0.0392018002398397,0.242451250142482,-0.0237289498938125,-0.0205498734131697
-0.0975858565789835,0.00431519798544787,-0.123158709701832,0.00232509731244509,0.13201967239689,1,0.137044057452465,-0.0808452083454443,0.114672160205409,0.580751840915096,-0.31895156968767,0.787737198590801,0.311041553649207,-0.269726621631161,0.412365425764507,-0.134742013909074,0.140028008402801,0.206933660807613,0.0899094765086913,0.165759764250143,-0.00431519798544787,0.0738012404616746
-0.0627231258808247,-0.144337567297406,-0.0272277598435044,-0.0848555291627663,-0.164398987305357,0.137044057452465,1,-0.0365636212063565,0.0162050930888041,0.0396001758170893,0.0188982236504614,-0.0261468617233544,-0.0204991461704559,0.231348920653502,0,0.0413449115297362,0.204325749375128,0.242681335848538,0.043355498476206,-0.0428553579981013,0.288675134594813,0.125
0.161534046836863,0.147770115822262,-0.0836258217661055,0.0645346088519044,-0.129236979418647,-0.0808452083454443,-0.0365636212063565,1,0.303368645280143,-0.0393900627402009,0.0552789992822782,-0.176733609064574,-0.00860603667011218,0.0788110406239101,-0.109714272271915,-0.0303030303030303,0.039078497891868,-0.134367242058395,-0.101454977503793,0.0885879567828298,0.0633300496381124,0.0365636212063565
0.150255474723759,-0.205832326855408,-0.217084364368887,-0.0286019083829931,0.476874059844931,0.114672160205409,0.0162050930888041,0.303368645280143,1,0.287387647900785,0.0857492925712544,-0.034500696642312,0.268010460942171,-0.249370695677665,0.0875788868022486,0.218217890235992,0.0285265532596249,-0.193262818798467,-0.0814992670913371,0.367905818213731,-0.074848118856512,-0.162050930888041
-0.164347320503665,-0.189887683695632,-0.16909499719265,0.049189665549979,0.286282797019857,0.580751840915096,0.0396001758170893,-0.0393900627402009,0.287387647900785,1,-0.293472554776814,0.40512500948397,0.74776224451035,-0.0359453580871155,0.766783173241027,-0.122316510614308,0.0305219744644477,0.198726248821915,0.00490870008093067,0.020888398034234,-0.129634860984518,0.0405947382147672
